id,uuid,name,description,description_source,category_id,category_name,muscles_primary,muscles_secondary,equipment_list,image_url,image_thumbnail_url,is_front_image,wger_variations,embed_status,created_at,updated_at
1293,8911c37d-8907-4077-b883-86a7c5fcb606,One armed push-ups,"Starting Position: Get into a push-up position, but place your feet wider than shoulder-width for balance. Place one hand on your back or behind it.
Execution: Lower your chest toward the floor by bending your elbow. Push back up to the starting position until your arm is fully extended.
Tips: Keep your elbow close to your body. This is a very advanced exercise; start by doing them on an incline.",gpt_generated,10,Abs,"[""Pectoralis major"", ""Triceps brachii""]","[""Rectus abdominis"", ""Anterior deltoid""]","[""Bodyweight""]",,,1,,pending,2026-03-29 04:49:40,2026-03-30 01:12:46
1294,caccd791-ff30-452a-816e-790edadb78cd,Arco femorale una gamba,"Starting Position: Lie on your back with one leg extended and the other bent, foot flat on the floor.
Execution: Lift your hips off the floor by driving through the heel of the bent leg. Keep your hips level as you lift. Lower back down with control.
Tips: Squeeze your glutes and hamstrings at the top of the movement.",gpt_generated,12,Back,"[""Gluteus maximus""]","[""Hamstrings"", ""Latissimus dorsi""]","[""Bodyweight""]",,,1,,pending,2026-03-29 04:49:40,2026-03-30 01:12:46
1295,dced5f1b-3c6e-4cd8-a7f5-4246e56f12c9,Barbell Bench Press - NB,"The bench press is a compound exercise that builds strength and muscle in the chest and triceps. When many people think of listing, the bench press is often the first exercise that comes to mind",wger,11,Chest,"[""Pectoralis major""]","[""Triceps brachii""]","[""Barbell"", ""Bench""]",https://wger.de/media/exercise-images/1295/e02de0a3-20d5-4452-9fd1-66163a10c3a2.jpg,https://wger.de/media/exercise-images/1295/e02de0a3-20d5-4452-9fd1-66163a10c3a2.jpg,1,,pending,2026-03-29 04:49:40,2026-03-29 05:39:43
1296,ac6e6a09-5175-4fea-9e56-e2ff3c00b0f2,Low-Cable Cross-Over - NB,"The low-cable cross-over is an isolation movement that uses a cable stack to target the upper portion of the pectoral muscles. It is common in upper-body and chest-focused muscle-building workouts, often in combination with presses or flyes from other angles to target all portions of the chest.",wger,11,Chest,"[""Pectoralis major""]",[],"[""Cable""]",https://wger.de/media/exercise-images/1296/c42782fe-337a-44f4-9079-7f6dedab4885.png,https://wger.de/media/exercise-images/1296/c42782fe-337a-44f4-9079-7f6dedab4885.png,1,,pending,2026-03-29 04:49:40,2026-03-29 05:39:43
1297,31df980c-a493-418f-ab49-a986c3c23bc4,EZ-Bar Skullcrusher - NB,"The EZ-bar skullcrusher is a popular exercise targeting the triceps muscles. The EZ-bar is used more often than a straight bar. As for the name, that’s worst-case scenario. The bar should actually come down behind the head. It is usually performed for moderate to high reps as part of an upper body or arms-focused workout. No need to chase a 1RM on this move!",wger,8,Arms,"[""Triceps brachii""]",[],"[""SZ-Bar"", ""Bench""]",https://wger.de/media/exercise-images/1297/a2f17a04-5523-4aa3-bce3-6b284807c126.png,https://wger.de/media/exercise-images/1297/a2f17a04-5523-4aa3-bce3-6b284807c126.png,1,,pending,2026-03-29 04:49:40,2026-03-29 05:39:43
1298,4ef75e13-c058-4410-91c0-2f2d2df98130,High-Cable Cross Tricep Extention - NB,"The high-cable cross tricep extension is an isolation exercise for targeting the triceps, particularly the long head. It utilizes cables and handles grasped with opposite hands, allowing for a unique pressing motion that can be effective for building tricep strength. Unlike exercises that use a straight bar or rope, this variation can be more comfortable on your wrists and elbows",wger,8,Arms,"[""Triceps brachii""]",[],"[""Cable""]",https://wger.de/media/exercise-images/1298/ec4b83ec-5a8f-4303-9050-99ec4389bc2a.png,https://wger.de/media/exercise-images/1298/ec4b83ec-5a8f-4303-9050-99ec4389bc2a.png,1,,pending,2026-03-29 04:49:40,2026-03-29 05:39:43
1302,67c2fe41-f1e9-4f75-b2cb-72d1f2e092f7,JM Press,"The JM press keeps your shoulders stationary, relying on the elbow flexion and extension to move the weight using your triceps strength. That means you get all the benefits of the best triceps-strengthening exercises without overtaxing that delicate shoulder joint. Classic win-win!",wger,8,Arms,"[""Triceps brachii""]","[""Pectoralis major"", ""Anterior deltoid""]","[""Barbell"", ""Bench""]",,,1,,pending,2026-03-29 04:49:40,2026-03-29 04:49:40
1303,e781dae5-90b8-4105-8aa6-82d278ac5ff5,Helms Row,"Setup: Place your chest on the end of a bench, using a towel or anything soft to keep your chest protected. You want your chest to be in contact with the bench around the nipple line. Your back should be almost parallel to the floor Execution: When you’re starting the exercise, focus on pulling your elbows back until you feel maximum tightness in the lats. If you want to get some trap activation with the exercise, relax your shoulder blades when the weights are hanging down and then retract them as you start the rep.",wger,12,Back,"[""Latissimus dorsi""]","[""Latissimus dorsi"", ""Biceps brachii""]","[""Dumbbell"", ""Bench""]",,,1,,pending,2026-03-29 04:49:40,2026-03-29 04:49:40
1304,28b65190-cae2-4d15-8f4e-dde0d9cc4d4b,Meadows Row,"The Meadows row is a unilateral row performed with a landmine setup, overhand grip, and staggered stance. Lean your torso forward and grip the barbell. Rest the other forearm on the forward leg. Start this movement by driving the elbow behind you while retracting the shoulder-blade. Keep the working shoulder down. Pull toward your back hip until the elbow is level with your torso.",wger,12,Back,"[""Latissimus dorsi""]","[""Latissimus dorsi"", ""Biceps brachii""]","[""Barbell""]",,,1,,pending,2026-03-29 04:49:40,2026-03-29 04:49:40
1307,dd9dcfd2-879f-422a-ad06-d2c187c58d1f,Front Plank,"The plank is a bodyweight exercise. As a multi-functional movement, the plank not only targets your abdominal muscles but also the spine and hip. Plank strengthens and tightens your entire body, improves your posture and balance, reduces body fat, and can help boost your metabolism. Exercises such as the “plank pose” help strengthen the stamina of stabilizing abdominal muscles. It can also help relieve back pain associated with a weakening of the function of the stabilizing muscles of the body. Planks are a versatile exercise that targets many of the most important muscle groups in the body, so they can be applied by anyone to improve endurance and overall body strength.",wger,10,Abs,"[""Rectus abdominis""]","[""Latissimus dorsi"", ""Gluteus maximus""]","[""Bodyweight""]",,,1,,pending,2026-03-29 04:49:40,2026-03-29 04:49:40
1312,edc3f6b7-96b0-4967-90d7-bba9d7d442cb,Bodyweight Squat HD,"Squat is a type of bodyweight exercise. It is one of the most popular exercises for strength and muscle growth. Squat is particularly effective for focusing on the muscles of the leg and hips. Squat are an easy exercise for beginners to do. It can help strengthen leg muscles, tighten hip muscles and burn calories to lose weight. It tightens the butt and legs. Squats are very effective for firming and strengthening your legs by acting on the gluteus,hip flexors, quadriceps, hamstrings and inner thigh muscles. Also, bodyweight squats can help shape your glutes and butt.",wger,15,Cardio,"[""Quadriceps femoris"", ""Gluteus maximus""]","[""Hamstrings""]","[""Bodyweight""]",,,1,,pending,2026-03-29 04:49:40,2026-03-29 04:49:40
1313,d0ebbc8f-530f-4886-b0ee-f46d09b5780e,Lying Leg Raise,"Leg raise is one of the most effective exercises for the lower abdominal muscles. Although this exercise targets the rectus abdominus and oblique muscles, it is particularly useful for burning and tightening the lower fat.",wger,10,Abs,"[""Rectus abdominis""]",[],"[""Bodyweight""]",,,1,,pending,2026-03-29 04:49:40,2026-03-29 04:49:40
1314,89443e49-e5be-4b67-a5f6-e3f5ff80f6ea,Jumping Jack HD,"Jumping jack are a plyometric exercise. Plyometrics are explosive aerobic moves that increase speed, quickness, and power and they work your whole body. Jumping jack target the arm, shoulder, abdominal muscles, hip muscles and hip flexors and also work on the thighs, knee tendons and quadriceps. Jumps are beneficial to your health because they combine cardiovascular conditioning with strength work. Since jumps elevate your heart rate, they can also improve your cardiovascular fitness.",wger,15,Cardio,"[""Quadriceps femoris"", ""Gastrocnemius""]","[""Anterior deltoid""]","[""Bodyweight""]",,,1,,pending,2026-03-29 04:49:40,2026-03-29 04:49:40
1315,56d524fe-bec0-4165-8305-b0fe7fad89dd,Bodyweight Squat HD,"Squat is a type of bodyweight exercise. It is one of the most popular exercises for strength and muscle growth. Squat is particularly effective for focusing on the muscles of the leg and hips. Squat are an easy exercise for beginners to do. It can help strengthen leg muscles, tighten hip muscles and burn calories to lose weight. It tightens the butt and legs. Squats are very effective for firming and strengthening your legs by acting on the gluteus,hip flexors, quadriceps, hamstrings and inner thigh muscles. Also, bodyweight squats can help shape your glutes and butt.",wger,9,Legs,"[""Quadriceps femoris"", ""Gluteus maximus""]","[""Hamstrings""]","[""Bodyweight""]",,,1,,pending,2026-03-29 04:49:40,2026-03-29 04:49:40
1316,0a73ac01-7a00-43fe-aadc-2a185cc9aae8,Jumping Jack HD,"Jumping jack are a plyometric exercise. Plyometrics are explosive aerobic moves that increase speed, quickness, and power and they work your whole body. Jumping jack target the arm, shoulder, abdominal muscles, hip muscles and hip flexors and also work on the thighs, knee tendons and quadriceps. Jumps are beneficial to your health because they combine cardiovascular conditioning with strength work. Since jumps elevate your heart rate, they can also improve your cardiovascular fitness.",wger,15,Cardio,"[""Quadriceps femoris"", ""Gastrocnemius""]","[""Anterior deltoid""]","[""Bodyweight""]",,,1,,pending,2026-03-29 04:49:40,2026-03-29 04:49:40
1317,e05c5b24-a34c-4ca3-866e-1118ecbb63d5,Plank,"A plank is an isometric core strength exercise that involves maintaining a position similar to a push-up for the maximum possible time. It can be effectively incorporated into general fitness regimens, high-performance athletic training programs, and even physical rehabilitation protocols.",wger,11,Chest,"[""Rectus abdominis""]","[""Latissimus dorsi""]","[""Bodyweight""]",,,1,,pending,2026-03-29 04:49:40,2026-03-29 04:49:40
1318,32942c8c-0572-4d8b-9aec-48cb026fda1f,High Knee Skips HD,"You can use this exercise both as a dynamic warm-up before training and add it to your cardio training routine to burn fat. High knee skips are a plyometric exercise. Plyometrics are explosive aerobic moves that increase speed, quickness, and power and they work your whole body. High knee skips target the oblique, leg muscles, hip muscles and hip flexors and also work on the thighs, knee tendons, quadriceps and shoulders. Jumps are beneficial to your health because they combine cardiovascular conditioning with strength work. Since jumps elevate your heart rate, they can also improve your cardiovascular fitness.",wger,15,Cardio,"[""Quadriceps femoris"", ""Gastrocnemius""]","[""Obliques"", ""Anterior deltoid""]","[""Bodyweight""]",,,1,,pending,2026-03-29 04:49:40,2026-03-29 04:49:40
1319,2e6298ce-c8ef-406b-989a-0d42801e211f,Crunches HD,"Crunch movement is one of the most basic exercises designed to strengthen the core muscles of the body. Exercise helps to strengthen core muscles, improve posture, and increase muscle mobility and flexibility. Improves six pack muscles: When crunch exercise is done, the rectus abdominus and oblique muscles are tightened, so the upper abdominal muscles and six pack muscles develop. Increases the strength of the abdominal muscles: The primary role of your abdominal muscles is to stabilize your mid-section. It supports you while lifting heavy objects, allowing you to twist and rotate your body. These are all day long actions that you do not notice, so it is important that your abdominal muscles can sustain long hours of work. Crunch exercise helps build this important endurance in the abdominal muscles. Muscular endurance is the ability of these fibers to resist resistance for a long time.",wger,10,Abs,"[""Rectus abdominis""]","[""Obliques""]","[""Bodyweight""]",,,1,,pending,2026-03-29 04:49:40,2026-03-29 04:49:40
1320,fbeb1fd5-d259-4a85-a993-03569d8146dc,Bench Dips On Floor HD,"Triceps dips on floor are a compound exercise as they worked multiple muscle groups simultaneously. Although this bodyweight exercise mainly targets the triceps, it also hits your chest and front of your shoulder. Triceps dips on floor are one of the most effective exercises to increase arm strength and also build lean muscle in your upper arms. Triceps dips on floor are a closed kinetic chain exercise and express that you do the movements around a fixed point. It increases compression force on your joints thereby improving stability.",wger,8,Arms,"[""Triceps brachii""]","[""Pectoralis major"", ""Anterior deltoid""]","[""Bodyweight""]",,,1,,pending,2026-03-29 04:49:40,2026-03-29 04:49:40
1321,6465446b-4297-4379-b832-3fbaca037ffb,Side Plank,"Side plank are an effective core strengthening workout. It can help you strengthen and develop both upper and lower body muscles. Being a multi-functional movement, this exercise targets not only your abdominal muscles but also the spine and buttocks. Plank strengthens and tightens your entire body, improves your posture and balance, reduces body fat and can help speed up your metabolism.",wger,10,Abs,"[""Obliques""]","[""Rectus abdominis"", ""Latissimus dorsi""]","[""Bodyweight""]",,,1,213.0,pending,2026-03-29 04:49:42,2026-03-29 04:49:42
1322,5edf07a8-cca2-4199-96a5-9988369be985,Kopfüber Gewichtaufheben,"Starting Position: Lie on your back and hold a kettlebell in one hand, arm straight up toward the ceiling.
Execution: Roll onto your side and use your free hand to push yourself up into a standing position, all while keeping the kettlebell locked out overhead. Reverse the movement to return to the floor.
Tips: This is a complex, full-body exercise. Start with a very light weight or no weight at all.",gpt_generated,10,Abs,"[""Rectus abdominis""]","[""Anterior deltoid"", ""Gluteus maximus"", ""Quadriceps femoris""]","[""Kettlebell""]",,,1,,pending,2026-03-29 04:49:41,2026-03-30 01:12:46
1324,f9a0a918-3c0c-464e-bbba-1bd309d4a519,Bodyweight lunge HD,"Bodyweight lunges are an effective calisthenic exercise for strengthening the lower body, improving balance and stability, and developing functional strength. They are a popular choice for bodyweight workouts, home workouts, and can also be included as part of a larger strength training routine.",wger,9,Legs,"[""Quadriceps femoris"", ""Gluteus maximus""]","[""Hamstrings""]","[""Bodyweight""]",,,1,,pending,2026-03-29 04:49:41,2026-03-29 04:49:41
1325,45e44940-d4a0-4c66-8cbb-7afe785d5610,Lateral Push Off,Push off the ground and land on one leg and regain balance before jumping to the other leg,wger,9,Legs,"[""Quadriceps femoris"", ""Gluteus maximus""]","[""Gastrocnemius""]","[""Bodyweight""]",https://wger.de/media/exercise-images/1325/d8372291-6725-452a-9711-6321c061e354.jpg,https://wger.de/media/exercise-images/1325/d8372291-6725-452a-9711-6321c061e354.jpg,1,,pending,2026-03-29 04:49:41,2026-03-29 05:39:43
1333,17947bd2-db2d-4ba6-998c-1bbf31cf228a,Forearm Curls (underhand grip),"Starting Position: Sit on a bench and hold a dumbbell with an underhand grip. Rest your forearm on your thigh, with your wrist hanging just past your knee.
Execution: Curl the dumbbell upward by flexing your wrist. Lower the dumbbell back down with control.
Tips: This exercise targets the forearm flexors. Use a light weight and focus on the muscle contraction.",gpt_generated,8,Arms,"[""Biceps brachii""]",[],"[""Dumbbell"", ""Bench""]",https://wger.de/media/exercise-images/1333/89f43354-32e3-473a-9bcf-caca51f1a8e3.webp,https://wger.de/media/exercise-images/1333/89f43354-32e3-473a-9bcf-caca51f1a8e3.webp,1,,pending,2026-03-29 04:49:41,2026-03-30 01:12:46
1336,19133a0d-e6b2-4d57-8a84-8aac3d962a99,Triceps Overhead (Dumbbell),"Starting Position: Sit or stand and hold one dumbbell with both hands over your head. Cup the inside of the top dumbbell head with your palms.
Execution: Lower the dumbbell behind your head by bending your elbows. Extend your arms to press the dumbbell back up to the starting position.
Tips: Keep your upper arms stationary and close to your head. Avoid arching your back.",gpt_generated,8,Arms,"[""Triceps brachii""]",[],"[""Dumbbell""]",https://wger.de/media/exercise-images/1336/ebf88217-df26-4ef7-94cb-f0c2220c6abe.webp,https://wger.de/media/exercise-images/1336/ebf88217-df26-4ef7-94cb-f0c2220c6abe.webp,1,,pending,2026-03-29 04:49:41,2026-03-30 01:12:46
1337,bff4776a-5972-4799-9534-c9d25e4885ea,Shoulder Press (Dumbbell),"Starting Position: Sit on a bench with back support, holding a dumbbell in each hand at shoulder height. Your palms should be facing forward.
Execution: Press the dumbbells straight overhead until your arms are fully extended. Lower the dumbbells back to shoulder height with control.
Tips: Keep your core engaged and avoid shrugging your shoulders at the top of the movement.",gpt_generated,8,Arms,"[""Anterior deltoid""]","[""Triceps brachii""]","[""Dumbbell"", ""Bench""]",https://wger.de/media/exercise-images/1337/981ec266-966e-4e16-8e9a-7b1c04979039.webp,https://wger.de/media/exercise-images/1337/981ec266-966e-4e16-8e9a-7b1c04979039.webp,1,,pending,2026-03-29 04:49:41,2026-03-30 01:12:46
1338,9a644b0e-8691-4216-b2cc-f058f58ec96d,Schoulder Raise (Dumbbell),"Starting Position: Stand with feet shoulder-width apart, holding a dumbbell in each hand in front of your thighs. Your palms should be facing each other.
Execution: Raise the dumbbells out to your sides in a wide arc until they reach shoulder height. Keep a slight bend in your elbows. Lower the weights slowly.
Tips: Lead with your elbows and keep the movement controlled. Avoid using momentum.",gpt_generated,13,Shoulders,"[""Anterior deltoid""]",[],"[""Dumbbell""]",https://wger.de/media/exercise-images/1338/9d157b4d-5af0-43c1-bd34-f52144ba1b54.webp,https://wger.de/media/exercise-images/1338/9d157b4d-5af0-43c1-bd34-f52144ba1b54.webp,1,,pending,2026-03-29 04:49:41,2026-03-30 01:12:46
1348,50a8f1f6-6772-4319-be9d-3bad1374dadf,Lower Back Extensions,"Starting Position: Position yourself on a hyperextension bench with your ankles secured and your upper body hanging freely.
Execution: Lower your upper body by bending at the waist. Raise your torso back up until your body is in a straight line.
Tips: Do not hyperextend your back beyond the starting position. To increase difficulty, hold a weight plate to your chest.",gpt_generated,12,Back,"[""Latissimus dorsi""]","[""Gluteus maximus"", ""Hamstrings""]","[""Machine""]",https://wger.de/media/exercise-images/1348/a3769120-2445-49f2-97d3-afc1238bfc2a.webp,https://wger.de/media/exercise-images/1348/a3769120-2445-49f2-97d3-afc1238bfc2a.webp,1,,pending,2026-03-29 04:49:41,2026-03-30 01:12:46
1350,85d462bf-c062-4fa0-8c74-a39a84157f4e,Lat Pull Down (close grip),"Starting Position: Sit at a lat pulldown machine and attach a close-grip handle. Grasp the handle with both hands.
Execution: Pull the handle down to your mid-chest, keeping your torso upright. Squeeze your back muscles at the bottom. Slowly return the handle to the starting position.
Tips: A close grip allows you to focus on the contraction in your middle and lower back.",gpt_generated,12,Back,"[""Latissimus dorsi""]","[""Latissimus dorsi"", ""Biceps brachii""]","[""Machine"", ""Cable""]",https://wger.de/media/exercise-images/1350/10d40662-86eb-4b7d-99f5-a7fba47bb660.webp,https://wger.de/media/exercise-images/1350/10d40662-86eb-4b7d-99f5-a7fba47bb660.webp,1,,pending,2026-03-29 04:49:41,2026-03-30 01:12:46
1353,587af8f1-516b-44c3-8660-70f262e1bef8,Dumbbell Hex Press,"Starting Position: Lie on a flat bench, holding a hex dumbbell in each hand. Press the dumbbells together over your chest.
Execution: Lower the dumbbells toward your chest while keeping them pressed together. Press them back up to the starting position.
Tips: Keeping the dumbbells together throughout the movement constant tension on the inner chest.",gpt_generated,11,Chest,"[""Pectoralis major""]","[""Triceps brachii""]","[""Dumbbell"", ""Bench""]",https://wger.de/media/exercise-images/1353/138cb483-7d4d-4519-b029-63e4269810a6.webp,https://wger.de/media/exercise-images/1353/138cb483-7d4d-4519-b029-63e4269810a6.webp,1,,pending,2026-03-29 04:49:41,2026-03-30 01:12:46
1360,fe249e2f-5856-420f-8a34-1b02c7fde141,Double Kettlebell Clean and Press,Full-body muscles building exercise. This exercise provides a huge range of benefits in terms of strength & size and is extremely functional.,wger,8,Arms,"[""Anterior deltoid"", ""Quadriceps femoris""]","[""Latissimus dorsi"", ""Triceps brachii"", ""Gluteus maximus""]","[""Kettlebell""]",,,1,,pending,2026-03-29 04:49:41,2026-03-29 04:49:41
1361,a030a4e9-970c-4442-b0b3-e49b42143de0,Double Kettlebell Front Squat,"The kettlebell front squat is a compound, multi-joint exercise that works several muscle groups.",wger,9,Legs,"[""Quadriceps femoris"", ""Gluteus maximus""]","[""Latissimus dorsi"", ""Rectus abdominis""]","[""Kettlebell""]",,,1,,pending,2026-03-29 04:49:41,2026-03-29 04:49:41
1363,1fe103e2-1def-41de-8eab-e2e11296446d,Blackroll,"Starting Position: Lie on your back with a foam roller (Blackroll) positioned under your mid-back.
Execution: Bend your knees and place your feet on the floor. Use your feet to roll your body up and down, allowing the foam roller to massage your back muscles.
Tips: Avoid rolling directly on your spine or lower back. Pause for 20-30 seconds on any tender spots.",gpt_generated,12,Back,"[""Latissimus dorsi""]",[],"[""Other""]",https://wger.de/media/exercise-images/1363/1dba566b-e799-4bde-abb0-c011a3c75e52.webp,https://wger.de/media/exercise-images/1363/1dba566b-e799-4bde-abb0-c011a3c75e52.webp,1,,pending,2026-03-29 04:49:41,2026-03-30 01:12:46
1365,ac939153-217e-4dbd-a5e1-ffabff7a607e,Calf Raise with machine (seated),"Starting Position: Sit on a seated calf raise machine and place the pads on your thighs, just above your knees. Position the balls of your feet on the platform.
Execution: Press the platform down by extending your ankles and raising your heels. Hold for a moment, then lower your heels below the platform.
Tips: The seated position targets the soleus muscle.",gpt_generated,9,Legs,"[""Gastrocnemius""]",[],"[""Machine""]",,,1,,pending,2026-03-29 04:49:41,2026-03-30 01:12:46
1366,8a3e08ab-4e97-4aee-897a-60d8693b9b43,Dumbbell Split Squat,"Starting Position: Stand a few feet in front of a bench. Place the top of one foot on the bench behind you. Hold a dumbbell in each hand.
Execution: Lower your body straight down by bending your front knee until your thigh is parallel to the floor. Press back up to the starting position.
Tips: Keep your torso upright and your front knee behind your toes.",gpt_generated,9,Legs,"[""Quadriceps femoris"", ""Gluteus maximus""]","[""Hamstrings""]","[""Dumbbell"", ""Bench""]",,,1,,pending,2026-03-29 04:49:41,2026-03-30 01:12:46
1370,b199baca-7353-4dee-bbcf-620f96dba5b4,Dumbbell Deadlift,"Starting Position: Stand with feet hip-width apart, holding a dumbbell in front of each thigh. Keep your knees slightly bent.
Execution: Hinge at your hips, lowering the dumbbells toward the floor while keeping your back straight. Go as low as your hamstring flexibility allows. Return to standing by driving your hips forward.
Tips: Keep the dumbbells close to your body. The movement is a hip hinge, not a squat.",gpt_generated,9,Legs,"[""Hamstrings"", ""Gluteus maximus""]","[""Latissimus dorsi""]","[""Dumbbell""]",,,1,,pending,2026-03-29 04:49:41,2026-03-30 01:12:46
1372,3dd0db1c-450a-46d1-ad46-d7854bdc26ed,Triceps Dips (Assisted),Assisted triceps dips is a gym work out exercise that targets triceps and also involves chest.,wger,8,Arms,"[""Triceps brachii""]","[""Pectoralis major""]","[""Machine""]",,,1,208.0,pending,2026-03-29 04:49:41,2026-03-29 04:49:41
1373,002c6a4f-28ac-4b07-8e94-053e5b05d52b,box jumps,"Jump from a standing position onto the box, stretch your body, then step down again (do not jump)",wger,15,Cardio,"[""Quadriceps femoris"", ""Gluteus maximus""]","[""Gastrocnemius""]","[""Other""]",,,1,,pending,2026-03-29 04:49:41,2026-03-29 04:49:41
1374,849f2fa6-42f9-4c59-90f6-275c8ada6725,Rotary Torso Machine,"Starting Position: Sit on the machine with your thighs pressed under the pads. Grasp the handles with both hands.
Execution: Rotate your torso to one side against the machine's resistance. Slowly return to the center and repeat on the other side.
Tips: Keep your hips stationary and let your waist do all the work. Control the movement; don't let the weight slam back.",gpt_generated,10,Abs,"[""Obliques""]","[""Rectus abdominis""]","[""Machine""]",,,1,,pending,2026-03-29 04:49:41,2026-03-30 01:12:46
1376,12f88134-0f7a-4fb7-8bd9-436aa80d8b7c,Recumbent Bike,"For this exercise Recumbent Bike is needed. You just sit on it, set level and time and start the workout",wger,15,Cardio,"[""Quadriceps femoris"", ""Hamstrings""]","[""Gastrocnemius"", ""Gluteus maximus""]","[""Machine""]",,,1,,pending,2026-03-29 04:49:41,2026-03-29 04:49:41
1377,56a03260-2901-4b28-bd41-a030185f985a,TORSO TWIST,"Standing Torso Twist WorkoutTarget your core and improve flexibility with this dynamic standing exercise! The Standing Torso Twist Workout involves twisting your torso while keeping your feet and hips stable, engaging your obliques, and stretching your entire upper body. This movement helps to:Strengthen core musclesIncrease flexibility in the spine and torsoImprove posture and balanceEnhance overall athletic performancePerform 3 sets of 10-15 reps, twisting to each side, to feel the benefits of this effective and efficient workout!",wger,10,Abs,"[""Obliques""]","[""Rectus abdominis""]","[""Bodyweight""]",https://wger.de/media/exercise-images/1377/12e7a231-d36a-4992-bf57-ff7bfe0f3ae4.jpg,https://wger.de/media/exercise-images/1377/12e7a231-d36a-4992-bf57-ff7bfe0f3ae4.jpg,1,,pending,2026-03-29 04:49:42,2026-03-29 05:39:43
1378,81942f3d-d92c-431c-b9d0-0da12918d1e4,Cable Lateral Raises (Single Arm),The single arm cable lateral raise is a variation of the lateral raise and an exercise used to build the muscles of the shoulders. Position a cable at the lowest position possible and attach a single handle. Reach across your body and grab the handle with a neutral grip. Keep the elbow slightly bent and pull the handle across your body and raise laterally. Slowly lower the handle back to the starting position under control.,wger,13,Shoulders,"[""Anterior deltoid""]",[],"[""Cable""]",https://wger.de/media/exercise-images/1378/7c1fcf34-fb7e-45e7-a0c1-51f296235315.jpg,https://wger.de/media/exercise-images/1378/7c1fcf34-fb7e-45e7-a0c1-51f296235315.jpg,1,212.0,pending,2026-03-29 04:49:41,2026-03-29 05:39:43
1380,f18eb684-9a9b-4566-9771-e22a87d536b1,Band pull-aparts,"Hold the band with your arms extended in front of you at shoulder height. Keep your elbows slightly bent but fixed throughout the movement. Pull the band apart by spreading your arms until the band touches or comes close to your chest. Slowly bring your arms back to the starting position, controlling the tension on the band.",wger,12,Back,"[""Latissimus dorsi""]","[""Anterior deltoid""]","[""Resistance band""]",,,1,,pending,2026-03-29 04:49:42,2026-03-29 04:49:42
1381,df18b577-0610-4804-a993-161024da67db,Upper Back,Upper Back is suitable for building up the core muscles with a special focus on the deltoid and rhomboid muscles and the upper back muscles,wger,12,Back,"[""Latissimus dorsi""]","[""Anterior deltoid""]","[""Machine""]",,,1,,pending,2026-03-29 04:49:42,2026-03-29 04:49:42
1384,ad20ef5e-e360-4859-9110-668ee0c24721,Pullover Machine,"Starting Position: Sit on the machine with your back flat against the pad. Grasp the handles with both hands.
Execution: Push the handles forward and down in a wide arc until your arms are fully extended in front of you. Slowly return to the starting position, feeling the stretch in your lats and chest.
Tips: Focus on using your lats to pull the weight back.",gpt_generated,12,Back,"[""Latissimus dorsi""]","[""Pectoralis major"", ""Latissimus dorsi""]","[""Machine""]",,,1,,pending,2026-03-29 04:49:42,2026-03-30 01:12:46
1387,66aef559-02e8-4f35-91f6-600f103e9cbf,Hamstring Kicks,Stand with your feet hip-width apart and extend one arm in front of you. Swing that leg up in front of you and back down while keeping your leg as straight as possible and your toes pointed up.Repeat with the other leg.,wger,9,Legs,"[""Hamstrings""]","[""Gluteus maximus""]","[""Bodyweight""]",https://wger.de/media/exercise-images/1387/a2cf7eda-5540-4105-b30e-1c2f2679a6c7.png,https://wger.de/media/exercise-images/1387/a2cf7eda-5540-4105-b30e-1c2f2679a6c7.png,1,,pending,2026-03-29 04:49:42,2026-03-29 05:39:43
1388,957ca37c-b6d7-4c30-8ba9-9512b0fa2659,Single Leg RDL,"Stand upright and hold weights in both hands if using loads. Brace your core and lift one leg off the ground. Keep your back straight, hinge at the hips while lowering your torso forward, ensuring you don’t rotate your hips. Lower until you feel a stretch in your standing leg's hamstring, then return to standing position. Repeat on both sides.",wger,9,Legs,"[""Hamstrings"", ""Gluteus maximus""]","[""Latissimus dorsi""]","[""Bodyweight""]",,,1,,pending,2026-03-29 04:49:42,2026-03-29 04:49:42
1389,965d7607-e9c1-4c16-b5cb-2c3d278e2a03,Single Leg RDL,"Stand with your feet hip-width apart, shift your weight onto one leg and slightly bend the other. Keep your back straight while hinging at your hips. Use your hamstring to pull yourself back up.",wger,9,Legs,"[""Hamstrings"", ""Gluteus maximus""]","[""Latissimus dorsi""]","[""Bodyweight""]",,,1,205.0,pending,2026-03-29 04:49:41,2026-03-29 04:49:41
1390,a51de8df-4101-45cb-8da5-de230d9bac1d,Toe Touch,"Stand with your feet closer together. Hinge at your hips and lower your upper body towards your toes. Reach your hands towards your feet, try to touch your toes, the ground, or as far down your legs as you can comfortably go.",wger,9,Legs,"[""Hamstrings""]","[""Latissimus dorsi""]","[""Bodyweight""]",,,1,,pending,2026-03-29 04:49:42,2026-03-29 04:49:42
1391,34cce09a-edb3-4140-892a-1cf70da8d98b,Elephant Walks,Hinge at your hips until you feel a stretch behind your knees. Bend one leg while the other is straight then fluidly bend the other knee while straightening the first knee.,wger,9,Legs,"[""Hamstrings""]",[],"[""Bodyweight""]",,,1,,pending,2026-03-29 04:49:42,2026-03-29 04:49:42
