name,cuisine_type,calories,protein,carbs,fat,diet_tags,description,embed_status,image_url
Sara Louise's Keto Yapchik,american,3258,174.05,130.65,226.62,"[""keto""]","Món Yapchik Keto độc đáo, sự kết hợp hoàn hảo giữa thịt và rau củ hầm mềm mọng đậm đà.",pending,https://your-domain.com/images/default-meal.png
Keto Chocolate Mousse (Low Carb),french,2582,25.33,45.96,255.26,"[""keto""]","Mousse socola Keto mịn mượt, đậm đà vị cacao và tan chảy ngọt ngào đầy quyến rũ.",pending,https://your-domain.com/images/default-meal.png
KETO Egg and Ham Soup,american,337,29.54,10.62,19.55,"[""keto""]","Súp trứng và thịt nguội Keto, thanh đạm và giàu đạm cho bữa sáng ấm áp nhanh gọn.",pending,https://your-domain.com/images/default-meal.png
Keto Bacon Cheeseburger Cups,american,2980,185.37,55.26,224.12,"[""keto""]","Chén Burger bò thịt xông khói Keto, nhỏ xinh và đầy ắp phô mai béo ngậy lôi cuốn.",pending,https://your-domain.com/images/default-meal.png
Special Dark fat bombs - Keto,american,1863,3.09,7.01,202.54,"[""keto""]","Viên năng lượng socola đen Keto, đậm đà vị đắng thanh và hỗ trợ đốt mỡ hiệu quả.",pending,https://your-domain.com/images/default-meal.png
KETO Shrimp and Asparagus Alfredo,italian,5031,243.63,41.0,432.48,"[""keto""]","Tôm và măng tây sốt Alfredo Keto, béo ngậy sốt kem và thanh nhẹ sợi mì rau.",pending,https://your-domain.com/images/default-meal.png
Low-Carb Keto Lasagna,italian,5223,284.21,119.23,401.06,"[""keto""]","Lasagna Keto ít tinh bột, lớp lớp phô mai và thịt hầm đậm đà hương vị Ý truyền thống.",pending,https://your-domain.com/images/default-meal.png
Easy Keto Mozzarella Chicken,italian,1540,162.11,44.11,79.41,"[""keto""]","Gà sốt phô mai Mozzarella Keto, đậm đà vị cà chua và phô mai kéo sợi béo ngậy hấp dẫn.",pending,https://your-domain.com/images/default-meal.png
Pecan Coconut Butter (Keto Diet),american,1810,16.51,35.55,177.99,"[""keto""]","Bơ dừa hạt hồ đào Keto, bùi béo và thơm lừng hoàn hảo để phết bánh mì lành mạnh.",pending,https://your-domain.com/images/default-meal.png
Keto Matcha Mint Bars,american,3782,52.13,167.75,322.48,"[""keto""]","Thanh trà xanh bạc hà Keto, mát lạnh sảng khoái và giàu chất chống oxy hóa cho cơ thể.",pending,https://your-domain.com/images/default-meal.png
Keto Mediterranean Chicken Skillet,mediterranean,2338,167.51,78.39,150.47,"[""keto""]","Gà xào kiểu Địa Trung Hải Keto, thơm nồng thảo mộc và rực rỡ sắc màu rau củ.",pending,https://your-domain.com/images/default-meal.png
Keto Shrimp Stir-Fry,chinese,741,99.02,38.73,21.15,"[""keto""]","Tôm xào rau củ kiểu Hoa Keto, giòn ngọt và thấm đẫm nước sốt đậm đà đưa cơm tuyệt vời.",pending,https://your-domain.com/images/default-meal.png
Keto Chicken and Rice Casserole,italian,2837,154.43,60.76,219.59,"[""keto""]","Gà và cơm súp lơ bỏ lò Keto, béo mịn phô mai và giàu dinh dưỡng cho cả nhà.",pending,https://your-domain.com/images/default-meal.png
Keto Blueberry Coconut Crumble Recipe,american,1147,15.78,49.78,98.32,"[""keto""]","Bánh việt quất dừa nướng vụn Keto, ngọt thanh và giòn tan đầy lôi cuốn.",pending,https://your-domain.com/images/default-meal.png
Low-Carb Keto Moscow Mule,world,147,0.25,36.46,0.06,"[""keto""]","Cocktail Moscow Mule Keto, mát lạnh sảng khoái với vị gừng cay nồng và chanh tươi mát.",pending,https://your-domain.com/images/default-meal.png
Quick keto chips and dip,american,158,5.11,2.04,14.36,"[""keto""]","Bánh quy giòn và sốt chấm Keto nhanh gọn, món ăn vặt hoàn hảo cho người ăn kiêng lành mạnh.",pending,https://your-domain.com/images/default-meal.png
Keto Cinnamon Donut Holes Recipe,american,1515,33.05,84.74,115.99,"[""keto""]","Bánh donut nhỏ hương quế Keto, mềm xốp và thơm nức mũi cho bữa xế ngọt ngào.",pending,https://your-domain.com/images/default-meal.png
Rebekah's Keto Egg Casserole,american,2960,159.45,18.8,249.64,"[""keto""]","Trứng bỏ lò kiểu Rebekah Keto, đầy đặn dưỡng chất và béo ngậy phô mai cho bữa sáng.",pending,https://your-domain.com/images/default-meal.png
Keto Salmon and Zucchini Noodles,nordic,1261,102.67,29.96,81.16,"[""keto""]","Cá hồi kèm mì bí ngòi Keto, tươi ngon giàu Omega-3 và thanh nhẹ cho sức khỏe.",pending,https://your-domain.com/images/default-meal.png
Vegan Keto Lemon Fat Bombs,american,1108,6.06,24.7,109.39,"[""keto""]","Viên năng lượng chanh thuần chay Keto, chua thanh sảng khoái và hỗ trợ đốt mỡ hiệu quả.",pending,https://your-domain.com/images/default-meal.png
Keto Jalapeno Popper Chicken Casserole,mexican,4180,291.41,18.1,326.85,"[""keto""]","Gà bỏ lò ớt Jalapeno Keto, cay nồng và béo ngậy phô mai đầy kích thích.",pending,https://your-domain.com/images/default-meal.png
Keto Chicken Mushroom Casserole Recipe,american,4047,268.91,35.22,314.52,"[""keto""]","Gà và nấm bỏ lò Keto, béo ngậy sốt kem và thơm nồng nàn hương vị nấm tươi.",pending,https://your-domain.com/images/default-meal.png
Steak with Keto Mushroom Stroganoff,eastern europe,603,28.67,10.15,49.72,"[""keto""]","Bít tết sốt nấm Stroganoff Keto, sang trọng và đậm đà hương vị Đông Âu.",pending,https://your-domain.com/images/default-meal.png
Chocolate-Peanut Butter Keto Cups,american,3113,37.23,43.07,310.17,"[""keto""]","Kẹo bơ đậu phộng socola Keto, bùi béo và ngọt ngào tan chảy ngay đầu lưỡi lôi cuốn.",pending,https://your-domain.com/images/default-meal.png
Magic Low-Carb Keto Gnocchi,italian,801,56.2,7.18,60.85,"[""keto""]","Bánh xếp Gnocchi Keto kỳ diệu, mềm mịn và thanh nhẹ quyện cùng sốt bơ tỏi thơm nức.",pending,https://your-domain.com/images/default-meal.png
Creamy Keto Chicken-Poblano Soup,american,2581,145.33,34.3,206.91,"[""keto""]","Súp gà ớt Poblano kem béo Keto, cay nhẹ nhàng và sánh mịn đầy quyến rũ hấp dẫn.",pending,https://your-domain.com/images/default-meal.png
Keto Broccoli and Cheese Cauliflower,british,1327,29.75,46.64,113.48,"[""keto""]","Bông cải xanh và trắng sốt phô mai Keto, béo ngậy và giàu vitamin cho cơ thể.",pending,https://your-domain.com/images/default-meal.png
Sara Louise's Keto Matboucha,italian,1644,26.61,124.82,115.33,"[""keto""]","Sốt cà chua ớt Matboucha Keto, đậm đà gia vị và hoàn hảo để ăn kèm các món nướng.",pending,https://your-domain.com/images/default-meal.png
Keto Low Carb Ice Cream,american,812,4.86,24.12,77.37,"[""keto""]","Kem Keto ít tinh bột, mát lạnh và ngọt ngào giúp xua tan cơn thèm đồ ngọt lành mạnh nhất.",pending,https://your-domain.com/images/default-meal.png
Kat's Keto Turkey Meatballs,american,2543,211.39,16.03,181.52,"[""keto""]","Viên thịt gà tây kiểu Kat Keto, mềm mọng và giàu đạm thực vật cho thực đơn ăn kiêng.",pending,https://your-domain.com/images/default-meal.png
Keto Beef Goulash Recipe,mediterranean,1510,101.36,22.52,112.77,"[""keto""]","Bò hầm Goulash kiểu Địa Trung Hải Keto, thịt mềm tan trong nước sốt đậm đà nồng nàn.",pending,https://your-domain.com/images/default-meal.png
Keto Brussels Sprouts with Bacon,central europe,1605,74.47,91.38,104.66,"[""keto""]","Bắp cải tí hon xào thịt xông khói Keto, giòn ngọt và mặn mòi hấp dẫn.",pending,https://your-domain.com/images/default-meal.png
Keto Cheeseburger Casserole with Bacon,italian,7013,351.06,56.31,598.18,"[""keto""]","Burger bò bỏ lò thịt xông khói Keto, béo ngậy phô mai và đầy thỏa mãn.",pending,https://your-domain.com/images/default-meal.png
Keto Chicken Korma Recipe,south east asian,1869,79.81,33.57,157.25,"[""keto""]","Cà ri gà Korma Keto, béo ngậy nước cốt dừa và thơm nồng nàn gia vị Á Đông đặc trưng.",pending,https://your-domain.com/images/default-meal.png
Low-carb keto-friendly pizza,italian,1137,68.94,22.73,85.55,"[""keto""]","Pizza Keto ít tinh bột, đế giòn rụm và đầy ắp nhân phô mai béo ngậy chuẩn vị Ý truyền thống.",pending,https://your-domain.com/images/default-meal.png
Baked Brie with a Keto Crust,french,3165,187.02,31.84,254.44,"[""keto""]","Phô mai Brie nướng vỏ Keto, lớp vỏ giòn tan và nhân phô mai chảy béo ngậy sang trọng.",pending,https://your-domain.com/images/default-meal.png
Keto Air Fryer Jalapeno Poppers,mexican,1486,35.33,16.34,142.17,"[""keto""]","Ớt Jalapeno chiên nồi chiên không dầu Keto, cay nồng và béo ngậy phô mai giòn rụm.",pending,https://your-domain.com/images/default-meal.png
Keto Cream Cheese Ranch Dip,american,1425,25.21,49.16,125.24,"[""keto""]","Sốt chấm Ranch kem phô mai Keto, béo mịn và thơm thảo mộc hoàn hảo cho rau củ tươi.",pending,https://your-domain.com/images/default-meal.png
Keto Cauliflower Mac and Cheese,american,1780,64.54,53.42,145.33,"[""keto""]","Nui súp lơ sốt phô mai Keto, béo ngậy và thanh nhẹ thay thế mì ống hoàn hảo bổ dưỡng.",pending,https://your-domain.com/images/default-meal.png
Keto Herb and Cheese Spread,american,1747,25.13,13.4,176.96,"[""keto""]","Sốt phô mai thảo mộc Keto, thơm nức và béo mịn hoàn hảo để phết bánh mì nướng giòn.",pending,https://your-domain.com/images/default-meal.png
LCHF CHOCOLATE WALNUT KETO FUDGE,american,1915,22.07,74.13,169.99,"[""keto""]","Kẹo socola hạt óc chó Keto, đậm đà bùi béo và giàu năng lượng sạch cho cơ thể.",pending,https://your-domain.com/images/default-meal.png
Cheesy Broccoli Fritters,japanese,2064,67.87,64.91,170.29,"[""keto""]","Bánh bông cải xanh phô mai chiên giòn Keto, thanh nhẹ và cực kỳ bắt miệng chuẩn vị Nhật.",pending,https://your-domain.com/images/default-meal.png
No-Churn Keto Ice Cream,italian,850,4.9,9.47,88.06,"[""keto""]","Kem Keto không cần máy, mát lạnh mịn màng và ngọt ngào tự nhiên đầy lôi cuốn vị giác.",pending,https://your-domain.com/images/default-meal.png
Smoked Keto Armadillo Eggs Recipe,american,2189,104.37,15.8,189.76,"[""keto""]","Ớt nhồi thịt xông khói Keto xông khói, cay nồng và đậm đà hương vị nướng hấp dẫn.",pending,https://your-domain.com/images/default-meal.png
Keto Broccoli Cheese Soup,american,3111,131.61,76.43,253.19,"[""keto""]","Súp bông cải xanh phô mai Keto, sánh mịn béo ngậy và giàu dinh dưỡng cho sức khỏe dẻo dai.",pending,https://your-domain.com/images/default-meal.png
Keto Friendly Creamsicle Melts Recipe,american,1769,11.33,34.71,176.13,"[""keto""]","Kem cam sữa Keto tan chảy, mát lạnh và ngọt thanh sảng khoái cực độ ngày hè.",pending,https://your-domain.com/images/default-meal.png
PERFECT KETO CAULIFLOWER PIZZA CRUST,italian,504,34.9,46.14,19.99,"[""keto""]","Đế pizza súp lơ Keto hoàn hảo, giòn rụm và thanh nhẹ cho tín đồ Pizza ăn kiêng.",pending,https://your-domain.com/images/default-meal.png
Keto Chicken Lo Mein,chinese,2736,180.51,300.53,90.16,"[""keto""]","Mì xào gà kiểu Hoa Keto, sợi mì rau củ dai ngon quyện sốt đậm đà chuẩn vị Á Đông lôi cuốn.",pending,https://your-domain.com/images/default-meal.png
Best Low-Carb Keto Meatballs,american,2108,135.58,26.91,162.06,"[""keto""]","Viên thịt Keto ngon nhất, mềm mọng và đậm đà gia vị cho bữa tối ấm cúng của gia đình.",pending,https://your-domain.com/images/default-meal.png
"Keto-Friendly, Low-Carb Bagels",american,3449,193.85,54.39,272.94,"[""keto""]","Bánh mì vòng Bagel Keto, dai ngon và ít tinh bột hoàn hảo cho bữa sáng lành mạnh.",pending,https://your-domain.com/images/default-meal.png
Low Carb Keto Tasty Buns,british,787,37.74,12.79,65.04,"[""keto""]","Bánh mì tròn Keto thơm ngon, xốp mềm và bùi béo vị hạt hạnh nhân bổ dưỡng cho sức khỏe.",pending,https://your-domain.com/images/default-meal.png
Keto creamy chicken bacon chowder,american,3208,94.9,41.56,295.74,"[""keto""]","Súp kem gà thịt xông khói Keto, béo ngậy sánh mịn và đầy đủ dưỡng chất dồi dào.",pending,https://your-domain.com/images/default-meal.png
Keto Chocolate Coffee Fat Bombs,french,2046,26.07,49.77,193.61,"[""keto""]","Viên năng lượng socola cà phê Keto, đậm đà và giúp tỉnh táo tức thì hỗ trợ đốt mỡ.",pending,https://your-domain.com/images/default-meal.png
Keto bomb chocolate coconut mousse,american,2606,18.23,28.04,268.99,"[""keto""]","Mousse socola dừa Keto bùng nổ, béo mịn và tan chảy ngọt ngào đầy quyến rũ vị giác.",pending,https://your-domain.com/images/default-meal.png
Keto Parmesan Crusted Pork Chops,mediterranean,2130,225.74,8.9,132.4,"[""keto""]","Sườn heo chiên xù phô mai Parmesan Keto, giòn tan và thơm lừng thảo mộc.",pending,https://your-domain.com/images/default-meal.png
Keto Roasted Eggplant Dip Recipe,mediterranean,405,11.49,52.78,16.39,"[""keto""]","Sốt cà tím nướng Địa Trung Hải Keto, thơm nồng nàn và béo mịn vị bơ vừng.",pending,https://your-domain.com/images/default-meal.png
Keto Bacon Wrapped Chicken Tenders,american,6253,329.65,278.16,424.63,"[""keto""]","Gà cuộn thịt xông khói Keto, giòn rụm bên ngoài và thịt gà mềm mọng bên trong.",pending,https://your-domain.com/images/default-meal.png
Keto -- Baked Mockaroni and Cheese,american,2192,99.24,71.58,167.66,"[""keto""]","Nui phô mai giả Keto bỏ lò, béo ngậy và thanh nhẹ thay thế mì ống tuyệt vời.",pending,https://your-domain.com/images/default-meal.png
Keto Air Fryer Breaded Cod,american,7042,495.0,68.41,532.07,"[""keto""]","Cá tuyết chiên xù nồi chiên không dầu Keto, giòn tan lớp vỏ và thịt cá trắng ngọt lịm.",pending,https://your-domain.com/images/default-meal.png
Keto Mini Pecan Pies Recipe,american,1996,33.17,97.26,163.76,"[""keto""]","Bánh tart hạt hồ đào nhỏ xinh Keto, ngọt ngào bùi béo và giòn tan đầy hấp dẫn vị giác.",pending,https://your-domain.com/images/default-meal.png
Keto Lemon Coconut Fat Bombs,french,302,2.81,11.79,27.11,"[""keto""]","Viên năng lượng chanh dừa Keto, chua thanh sảng khoái và béo ngậy hương vị nhiệt đới.",pending,https://your-domain.com/images/default-meal.png
Chocolate Peanut Butter Keto Cups,american,2216,35.53,70.55,199.04,"[""keto""]","Kẹo bơ đậu phộng socola Keto, sự kết hợp mặn ngọt hoàn hảo và bùi béo tan chảy.",pending,https://your-domain.com/images/default-meal.png
Salt N Vinegar Keto Crackers,british,1604,59.54,54.14,127.7,"[""keto""]","Bánh quy vị muối giấm Keto, giòn tan và chua mặn kích thích vị giác cực kỳ sảng khoái.",pending,https://your-domain.com/images/default-meal.png
Keto Bacon Ranch Stuffed Burger,american,2622,122.45,90.56,196.66,"[""keto""]","Burger nhồi thịt xông khói sốt Ranch Keto, mọng nước và béo ngậy đầy thỏa mãn.",pending,https://your-domain.com/images/default-meal.png
Keto Beef Egg Roll Slaw,chinese,2666,127.9,81.03,203.37,"[""keto""]","Salad bò vị chả giò kiểu Hoa Keto, giòn tươi và đậm đà gia vị Á Đông đặc trưng lôi cuốn.",pending,https://your-domain.com/images/default-meal.png
Chocolate Keto Fat Bomb Recipe,french,4020,74.16,115.69,362.29,"[""keto""]","Viên năng lượng socola Keto, ngọt ngào đậm đà giúp duy trì trạng thái đốt mỡ hiệu quả.",pending,https://your-domain.com/images/default-meal.png
Mascarpone Cream Mousse Dessert (Keto),american,1708,20.87,62.84,152.53,"[""keto""]","Mousse kem Mascarpone Keto, béo mịn và sang trọng tan ngay trên đầu lưỡi.",pending,https://your-domain.com/images/default-meal.png
Keto Peppered Maple Pecan Bacon,american,933,24.04,19.32,84.41,"[""keto""]","Thịt xông khói phủ hạt hồ đào mật phong Keto, ngọt mặn cay hài hòa hấp dẫn.",pending,https://your-domain.com/images/default-meal.png
Keto Sheet Pan Chicken Dinner,american,2539,107.78,115.14,183.07,"[""keto""]","Gà nướng rau củ một khay Keto, nhanh gọn và giữ trọn hương vị tự nhiên bổ dưỡng.",pending,https://your-domain.com/images/default-meal.png
Keto Blinis with Smoked Salmon,nordic,1270,61.62,19.13,105.27,"[""keto""]","Bánh Blinis kèm cá hồi xông khói Keto, sang trọng và giàu Omega-3 cho bữa tiệc tinh tế.",pending,https://your-domain.com/images/default-meal.png
Keto Buffalo Blue Cheese Dressing,american,1695,37.37,10.81,166.95,"[""keto""]","Sốt phô mai xanh Buffalo Keto, béo ngậy và cay nồng nâng tầm mọi món cánh gà.",pending,https://your-domain.com/images/default-meal.png
Keto Blueberry Pancake Mug Cake,american,186,7.93,16.14,10.0,"[""keto""]","Bánh Pancake việt quất làm bằng cốc Keto, xốp mềm và ngọt thanh cho bữa sáng.",pending,https://your-domain.com/images/default-meal.png
Spicy Jalapeno Keto Chicken Wings,south american,3504,321.4,13.94,240.3,"[""keto""]","Cánh gà chiên cay Jalapeno Keto, giòn rụm và bùng nổ hương vị Nam Mỹ.",pending,https://your-domain.com/images/default-meal.png
Easy Keto Tortilla Chips Recipe,american,1201,64.23,22.42,94.97,"[""keto""]","Bánh Tortilla giòn Keto dễ làm, món ăn kèm hoàn hảo cho các loại sốt chấm béo ngậy.",pending,https://your-domain.com/images/default-meal.png
Keto Jalapeno Popper Stuffed Chicken,french,2197,285.85,15.56,110.2,"[""keto""]","Ức gà nhồi ớt Jalapeno Keto, cay nồng và béo ngậy phô mai nướng vàng óng.",pending,https://your-domain.com/images/default-meal.png
Parmesan Garlic Keto-Friendly Zoodles,italian,740,18.18,24.5,63.28,"[""keto""]","Mì bí ngòi sốt tỏi phô mai Parmesan, thanh nhẹ và thơm nức mùi thảo mộc Ý.",pending,https://your-domain.com/images/default-meal.png
Easy Keto Taco Stuffed Avocados,mexican,838,30.46,25.5,68.29,"[""keto""]","Bơ nhồi nhân Taco Keto, tươi mát và đậm đà gia vị Mexico rực rỡ sắc màu bổ dưỡng.",pending,https://your-domain.com/images/default-meal.png
Keto Greek Meatballs Salad Recipe,mediterranean,1823,77.56,16.24,160.84,"[""keto""]","Salad viên thịt kiểu Hy Lạp Keto, thanh mát và giàu đạm thực vật lành mạnh.",pending,https://your-domain.com/images/default-meal.png
Low-Carb Broccoli Cheese Quiche,french,2137,70.98,140.69,143.36,"[""keto""]","Bánh Quiche bông cải xanh phô mai Keto, mềm mịn và béo ngậy hương vị Pháp tinh tế.",pending,https://your-domain.com/images/default-meal.png
Megan R keto dinner rolls,american,4177,230.69,115.28,310.3,"[""keto""]","Bánh mì tròn Keto kiểu Megan R, xốp mềm và thơm mùi bơ béo ngậy hoàn hảo cho bữa tối.",pending,https://your-domain.com/images/default-meal.png
Keto Parmesan-Breaded Eggplant Pizzas,italian,4051,221.16,147.15,286.38,"[""keto""]","Pizza cà tím chiên xù phô mai Keto, giòn tan và thanh nhẹ đầy lôi cuốn.",pending,https://your-domain.com/images/default-meal.png
Keto Jalapeno Popper Fat Bomb,french,667,16.42,6.92,63.74,"[""keto""]","Viên năng lượng ớt Jalapeno Keto, béo cay kích thích và hỗ trợ đốt mỡ hiệu quả mỗi ngày.",pending,https://your-domain.com/images/default-meal.png
Keto Spaghetti Squash Lasagna Boats,italian,4481,274.34,196.1,288.84,"[""keto""]","Thuyền bí sợi mì Lasagna Keto, đậm đà phô mai và thịt hầm chuẩn vị Ý truyền thống.",pending,https://your-domain.com/images/default-meal.png
Keto Chia Pudding with Almond & Cinnamon,british,371,11.77,19.94,27.13,"[""keto""]","Pudding hạt chia hạnh nhân quế Keto, bổ dưỡng và thơm nồng nàn ấm áp.",pending,https://your-domain.com/images/default-meal.png
Jaynee's Keto Cinnamon Roll,french,846,13.05,18.22,80.12,"[""keto""]","Bánh cuộn quế kiểu Jaynee Keto, mềm xốp và ngọt ngào cho bữa sáng lành mạnh đầy năng lượng.",pending,https://your-domain.com/images/default-meal.png
Keto Chicken Thigh Roll-Ups,south east asian,3562,187.56,15.53,305.48,"[""keto""]","Đùi gà cuộn nướng kiểu Đông Nam Á Keto, đậm đà gia vị và thịt gà mềm mọng nước.",pending,https://your-domain.com/images/default-meal.png
Keto Egg Fast Fettuccini Alfredo,british,459,17.68,3.61,41.52,"[""keto""]","Mì Fettuccini sốt Alfredo Keto, béo ngậy kem tươi và thanh nhẹ cho người ăn kiêng.",pending,https://your-domain.com/images/default-meal.png
Keto Egg Fast Snickerdoodle Crepes,french,1381,41.95,23.76,124.21,"[""keto""]","Bánh Crepe hương quế Keto, mỏng mịn và ngọt ngào cho bữa sáng nhanh gọn bổ dưỡng.",pending,https://your-domain.com/images/default-meal.png
Keto Blackberry Cheese Danish Turnovers,nordic,865,41.74,11.73,72.34,"[""keto""]","Bánh Đan Mạch nhân phô mai dâu tằm Keto, giòn xốp và ngọt thanh đầy quyến rũ.",pending,https://your-domain.com/images/default-meal.png
Keto Tortillas with Ground Beef,mexican,1424,78.03,46.62,102.81,"[""keto""]","Bánh Tortilla nhân bò băm Keto, đậm đà gia vị Mexico và dẻo dai vỏ bánh ít tinh bột.",pending,https://your-domain.com/images/default-meal.png
Keto Lemon Butter White Fish,french,794,51.91,5.85,62.58,"[""keto""]","Cá trắng sốt bơ chanh Keto, thịt cá mềm ngọt quyện cùng vị chanh béo ngậy tinh tế.",pending,https://your-domain.com/images/default-meal.png
Keto Oven-Baked Brie Cheese,american,1404,58.49,10.98,125.08,"[""keto""]","Phô mai Brie nướng lò Keto, tan chảy béo ngậy và thơm lừng thảo mộc cho món khai vị.",pending,https://your-domain.com/images/default-meal.png
Keto Sausage Balls - Low Carb,british,5634,304.46,54.52,466.5,"[""keto""]","Viên xúc xích phô mai Keto, giòn thơm và giàu đạm cho bữa ăn nhẹ lành mạnh mỗi ngày.",pending,https://your-domain.com/images/default-meal.png
Easy Cheesy Keto Cabbage Casserole,middle eastern,3440,190.65,9.21,293.37,"[""keto""]","Bắp cải bỏ lò phô mai Keto, ngọt thanh và béo ngậy hương vị Trung Đông.",pending,https://your-domain.com/images/default-meal.png
Keto Coconut Chip Ice Cream,american,3381,38.64,154.5,289.88,"[""keto""]","Kem dừa socola chip Keto, mát lạnh sảng khoái và béo ngậy hương vị nhiệt đới nồng nàn.",pending,https://your-domain.com/images/default-meal.png
Low-carb keto pizza dough,italian,917,50.46,15.03,72.79,"[""keto""]","Đế bánh Pizza Keto ít tinh bột, giòn rụm và hoàn hảo cho mọi loại nhân Pizza Ý yêu thích.",pending,https://your-domain.com/images/default-meal.png
Easy Keto Sandwich Bread Recipe,american,2443,214.17,74.98,142.91,"[""keto""]","Bánh mì gối Keto dễ làm, xốp mềm và thơm mùi bơ béo ngậy cho bữa sáng tiện lợi.",pending,https://your-domain.com/images/default-meal.png
Keto Sticky Balsamic Pork Belly,chinese,5533,98.0,35.4,555.44,"[""keto""]","Thịt ba chỉ sốt giấm đen Keto, mềm tan và đậm đà vị ngọt mặn chuẩn vị Á Đông.",pending,https://your-domain.com/images/default-meal.png
Keto Cream Cheese Egg Cups,american,1970,98.93,29.64,161.75,"[""keto""]","Chén trứng kem phô mai Keto, mềm mịn và giàu đạm cho bữa sáng nhanh gọn đầy dưỡng chất.",pending,https://your-domain.com/images/default-meal.png
Keto Bacon Green Beans Recipe,british,1192,28.17,19.94,111.09,"[""keto""]","Đậu que xào thịt xông khói Keto, giòn ngọt và mặn mòi hấp dẫn cho bữa ăn gia đình.",pending,https://your-domain.com/images/default-meal.png
Keto Low Carb Cauliflower Pizza,italian,737,65.08,20.28,43.97,"[""keto""]","Pizza súp lơ trắng Keto, đế bánh giòn tan và thanh nhẹ cho tín đồ Pizza ăn kiêng lành mạnh.",pending,https://your-domain.com/images/default-meal.png
Strawberry Shortcake Keto Fat Bombs,british,955,25.28,47.81,73.61,"[""keto""]","Viên năng lượng dâu tây Keto, ngọt ngào và béo mịn giúp duy trì vóc dáng thon gọn.",pending,https://your-domain.com/images/default-meal.png
Crispy Baked Keto Chicken Wings,american,2585,242.23,52.28,156.28,"[""keto""]","Cánh gà nướng giòn Keto, lớp vỏ vàng ruộm và thịt gà mềm mọng nước đầy lôi cuốn vị giác.",pending,https://your-domain.com/images/default-meal.png
Keto Shrimp and Grits Recipe,japanese,2262,77.27,41.96,198.3,"[""keto""]","Tôm kèm cháo ngô kiểu Nhật Keto, sự kết hợp độc đáo và giàu dinh dưỡng cho sức khỏe.",pending,https://your-domain.com/images/default-meal.png
Keto Friendly Chocolate Mug Cake,american,740,99.51,26.02,26.45,"[""keto""]","Bánh socola làm bằng cốc Keto, đậm đà vị cacao và cực kỳ nhanh gọn cho người bận rộn.",pending,https://your-domain.com/images/default-meal.png
Keto Saganaki Greek Fried Cheese,mediterranean,931,31.71,17.88,81.43,"[""keto""]","Phô mai chiên kiểu Hy Lạp Keto, giòn ngoài tan chảy trong béo ngậy khó cưỡng.",pending,https://your-domain.com/images/default-meal.png
Peanut Butter Fat Bombs (Keto),french,1737,29.14,29.87,166.79,"[""keto""]","Viên năng lượng bơ đậu phộng Keto, bùi béo và ngọt ngào giúp xua tan cơn thèm đồ ngọt.",pending,https://your-domain.com/images/default-meal.png
Keto-Friendly Grilled Stuffed Chicken,british,3336,306.25,29.48,221.42,"[""keto""]","Gà nhồi nướng Keto, thịt mềm mọng và nhân đậm đà hương vị thảo mộc tinh tế kiểu Anh.",pending,https://your-domain.com/images/default-meal.png
Keto Low Carb Microwave Cheesecake,american,378,10.29,4.86,35.27,"[""keto""]","Bánh phô mai làm bằng lò vi sóng Keto, béo mịn và cực kỳ nhanh gọn tiện lợi.",pending,https://your-domain.com/images/default-meal.png
Keto Avocado Tuna Melt Bites,american,2365,81.32,28.45,214.0,"[""keto""]","Viên cá ngừ bơ phô mai Keto, béo bùi và giàu đạm cho món ăn nhẹ lành mạnh mỗi ngày.",pending,https://your-domain.com/images/default-meal.png
Beef Back Ribs Keto Style,american,3720,185.8,31.24,316.87,"[""keto""]","Sườn bò nướng kiểu Keto, đậm đà gia vị và thịt bò mềm tan trong miệng đầy lôi cuốn vị giác.",pending,https://your-domain.com/images/default-meal.png
Keto Crockpot Beef Stroganoff Recipe,eastern europe,2408,201.35,45.1,158.06,"[""keto""]","Bò hầm Stroganoff nấu chậm Keto, béo ngậy sốt kem và thịt bò mềm mọng.",pending,https://your-domain.com/images/default-meal.png
Keto Mixed Berry Crumble Pots,american,1405,21.58,89.0,106.92,"[""keto""]","Bánh quả mọng nướng vụn Keto, ngọt thanh và giòn tan lớp phủ hạt bùi béo hấp dẫn.",pending,https://your-domain.com/images/default-meal.png
Chicken Parmesan Casserole - Low Carb &,italian,2158,193.22,72.22,121.77,"[""keto""]","Gà phô mai Parmesan bỏ lò Keto, đậm đà sốt cà chua và phô mai béo ngậy.",pending,https://your-domain.com/images/default-meal.png
Easy Keto Dijon Chicken Thighs,french,2099,133.93,16.49,166.39,"[""keto""]","Đùi gà sốt mù tạt Dijon Keto, thơm nồng nàn và thịt gà mềm mọng chuẩn vị Pháp tinh tế.",pending,https://your-domain.com/images/default-meal.png
Keto Creamy Spinach Egg Casserole,italian,830,32.89,19.54,68.87,"[""keto""]","Trứng bỏ lò rau bina kem béo Keto, béo mịn và giàu dinh dưỡng cho bữa sáng xanh.",pending,https://your-domain.com/images/default-meal.png
Keto Pepperoni Pizza Cauliflower Casserole,italian,1159,60.43,28.29,89.31,"[""keto""]","Súp lơ vị Pizza Pepperoni Keto, béo ngậy phô mai và thanh nhẹ bổ dưỡng.",pending,https://your-domain.com/images/default-meal.png
low carb keto stuffed eggs,italian,1222,69.15,5.93,102.39,"[""keto""]","Trứng nhồi kiểu Ý Keto, béo mịn sốt Mayo và thơm lừng thảo mộc cho món khai vị hoàn hảo.",pending,https://your-domain.com/images/default-meal.png
